hgnc_id	GeneSymbol	gene	length	CDS_length	TSSD	pLI	LOEUF	ABC_count	ABC_length_per_type	Roadmap_count	Roadmap_length_per_type	promoter_count	connect_decile	connect_quantile	connectedness	PPI_degree_decile	PPI_degree_quantile	PPI_degree_cat	TF	hs	HI
HGNC:25530	ENSG00000137814	HAUS2	21.166	0.708	13	3.3829e-06	1.513	129	1.3222015503876	90	0.933333333333333	3	0	0	0	10	5	1	0	0.0120992809129242	0
HGNC:19162	ENSG00000159433	STARD9	145.392	14.103	12	1.0336e-38	0.631	130	1.36889230769231	108	3.7537037037037	5	9	5	1	2	1	1	0	NA	0
HGNC:1713	ENSG00000140326	CDAN1	13.584	3.684	13	1.1134e-12	0.675	92	1.33989130434783	50	0.264	2	0	0	0	6	3	1	0	0.0165876456779225	0
HGNC:19141	ENSG00000128881	TTBK2	182.079	3.735	16	0.99875	0.261	122	1.15999180327869	82	0.75609756097561	3	1	1	1	10	5	1	0	0.0996670284358115	1
HGNC:16808	ENSG00000159459	UBR1	163.216	5.25	15	0.0054862	0.349	125	1.131376	90	1.20888888888889	3	3	2	1	7	4	1	0	0.0351207061978357	0
HGNC:26269	ENSG00000137842	TMEM62	61.865	1.932	16	1.5846e-11	1.038	129	1.24958914728682	59	0.623728813559322	3	3	2	1	3	2	1	0	0.00414538908927898	0
HGNC:1587	ENSG00000166946	CCNDBP1	12.059	1.083	17	0.00030213	0.801	121	1.14872727272727	97	0.767010309278351	7	0	0	0	7	4	1	0	0.00712763710475736	0
HGNC:3381	ENSG00000166947	EPB42	23.791	2.166	18	9.9014e-09	0.773	20	1.9202	73	0.931506849315069	5	0	0	0	6	3	1	0	0.0169620250401557	0
HGNC:11781	ENSG00000104055	TGM5	34.338	2.163	18	2.4183e-25	1.436	31	1.74306451612903	45	2.16444444444444	5	3	2	1	1	1	1	0	0.000321665475217489	0
HGNC:30790	ENSG00000159495	TGM7	25.984	2.133	22	7.8438e-20	1.18	8	2.002	39	0.815384615384615	0	2	1	1	0	0	0	0	0.000436192877701805	0
HGNC:17558	ENSG00000168806	LCMT2	6.933	2.061	24	2.6276e-15	1.473	96	1.42710416666667	45	0.275555555555556	2	8	4	1	4	2	1	0	0.00106407125194758	0
HGNC:31853	ENSG00000168803	ADAL	23.897	1.068	24	1.6257e-06	1.174	96	1.42710416666667	88	0.638636363636364	1	0	0	0	1	1	1	0	0.038227264367365	0
HGNC:26673	ENSG00000140265	ZSCAN29	12.871	2.559	24	1.0345e-10	0.919	82	1.55319512195122	80	0.37	1	0	0	0	2	1	1	1	0.0016883243726886	0
HGNC:16691	ENSG00000137822	TUBGCP4	40.55	2.004	24	3.6984e-09	0.716	101	1.40341584158416	96	0.635416666666667	3	0	0	0	9	5	1	0	0.027204014020349	0
HGNC:11999	ENSG00000067369	TP53BP1	107.667	5.934	23	0.99985	0.253	131	1.38370229007634	92	0.791304347826087	6	6	3	1	9	5	1	0	0.0017096720821473	1
HGNC:6835	ENSG00000166963	MAP1A	20.662	9.126	23	1	0.192	87	1.53689655172414	110	3.75636363636364	21	10	5	1	7	4	1	0	0.0938992060126382	1
HGNC:29023	ENSG00000168781	PPIP5K1	56.746	4.473	23	0.0026969	0.687	0	0	19	0.305263157894737	0	0	0	0	1	1	1	0	0.00499090714540854	0
HGNC:1995	ENSG00000237289	CKMT1B	11.847	1.254	23	3.2331e-05	1.358	0	0	8	0.275	0	0	0	0	5	3	1	0	0.000227068039351011	0
HGNC:16035	ENSG00000242866	STRC	19.237	5.328	22	1.7748e-15	0.878	0	0	35	0.331428571428571	0	0	0	0	0	0	0	0	0.00160203477875942	0
HGNC:18810	ENSG00000166762	CATSPER2	39.615	1.605	21	5.8613e-17	1.224	1	0.445	0	0	1	0	0	0	4	2	1	0	6.21790067035056e-06	0
HGNC:31736	ENSG00000223572	CKMT1A	6.336	1.254	20	4.2467e-07	1.598	0	0	7	0.285714285714286	0	0	0	0	5	3	1	0	0.000578206247635841	0
HGNC:4606	ENSG00000167004	PDIA3	26.885	1.539	20	0.99608	0.25	107	1.45663551401869	1	0.2	3	0	0	0	10	5	1	0	0.255509692910573	1
HGNC:23113	ENSG00000128886	ELL3	4.71	1.194	19	1.6997e-12	1.163	122	1.49305737704918	92	0.96304347826087	1	2	1	1	9	5	1	0	0.0129531522438005	0
HGNC:10757	ENSG00000140264	SERF2	27.34	0.513	19	0.023172	1.414	108	1.21323148148148	97	0.416494845360825	4	0	0	0	5	3	1	0	0.122957968732627	0
HGNC:32237	ENSG00000184716	SERINC4	6.058	1.557	20	5.5221e-18	1.434	116	1.21540517241379	106	1.72641509433962	3	0	0	0	0	0	0	0	0.00417883939250497	0
HGNC:18418	ENSG00000242028	HYPK	8.285	0.366	20	0.036644	1.207	116	1.21540517241379	89	0.447191011235955	2	0	0	0	4	2	1	0	0.0082208027904088	0
HGNC:7032	ENSG00000140259	MFAP1	20.198	1.32	19	0.79602	0.374	104	1.39757692307692	48	0.508333333333333	3	7	4	1	7	4	1	0	0.114654929071614	0
HGNC:25773	ENSG00000092470	WDR76	41.432	1.881	19	2.7667e-09	0.853	103	1.40318446601942	103	1.48349514563107	1	0	0	0	9	5	1	0	0.0161671277480184	0
HGNC:28214	ENSG00000171877	FRMD5	324.51	1.713	11	0.99724	0.254	86	2.15976744186047	94	3.75531914893617	3	2	1	1	5	3	1	0	0.141939136882439	1
HGNC:24892	ENSG00000166734	GOLM2	127.039	1.311	11	7.1603e-05	0.742	120	1.33815	12	0.266666666666667	7	0	0	0	2	1	1	0	0.0177711490745443	0
HGNC:26936	ENSG00000137770	CTDSPL2	101.416	1.401	7	0.99966	0.174	73	1.51898630136986	96	1.35	4	2	1	1	4	2	1	0	0.291429398544708	1
HGNC:3270	ENSG00000104131	EIF3J	25.904	0.777	9	0.85657	0.416	72	1.63502777777778	73	0.523287671232877	2	0	0	0	9	5	1	0	0.040360490912013	0
HGNC:11226	ENSG00000104133	SPG11	108.87	7.332	13	1.6013e-39	0.812	123	1.82870731707317	108	4.56111111111111	4	2	1	1	3	2	1	0	0.00181452743933663	0
HGNC:33630	ENSG00000229474	PATL2	45.591	1.632	13	1.21e-11	0.979	44	2.33836363636364	111	8.14414414414414	6	4	2	1	0	0	0	0	NA	0
HGNC:914	ENSG00000166710	B2M	7.364	0.36	13	0.56167	0.709	127	1.62668503937008	110	6.95636363636364	8	10	5	1	10	5	1	0	0.152066426389028	0
HGNC:17857	ENSG00000185880	TRIM69	38.841	1.503	13	2.5727e-09	1.146	91	1.92672527472527	105	3.25714285714286	15	0	0	0	10	5	1	0	0.000670339421112893	0
HGNC:28520	ENSG00000167014	TERB2	22.542	0.663	15	2.0249e-06	1.345	1	4.777	89	1.25168539325843	1	0	0	0	1	1	1	0	0.000174233238902712	0
HGNC:11184	ENSG00000140263	SORD	54.038	1.074	16	4.4938e-08	1.275	128	2.369484375	95	1.52631578947368	2	0	0	0	5	3	1	0	0.00354914179018621	0
HGNC:13273	ENSG00000140279	DUOX2	21.522	4.647	16	4.5032e-56	1.27	22	3.48640909090909	81	0.604938271604938	2	0	0	0	4	2	1	0	0.00159640529649244	0
HGNC:32698	ENSG00000140274	DUOXA2	4.095	0.963	16	1.2666e-15	1.924	24	3.174125	89	0.687640449438202	1	5	3	1	0	0	0	0	0.000290948927077944	0
HGNC:26507	ENSG00000140254	DUOXA1	12.572	1.452	16	7.5867e-05	0.977	22	3.02295454545455	93	1.21935483870968	2	3	2	1	2	1	1	0	0.00390749346170927	0
HGNC:3062	ENSG00000137857	DUOX1	35.643	4.656	16	6.2238e-33	0.939	24	2.816625	91	1.27692307692308	3	0	0	0	4	2	1	0	0.00141170131740876	0
HGNC:25116	ENSG00000138606	SHF	33.961	1.467	16	0.16039	0.548	96	3.26464583333333	96	1.26041666666667	4	0	0	0	0	0	0	0	0.0218490395091475	0
HGNC:11002	ENSG00000137860	SLC28A2	25.612	1.977	13	1.1277e-27	1.531	0	0	88	1.06363636363636	1	0	0	0	0	0	0	0	0.000210057116725288	0
HGNC:4175	ENSG00000171766	GATM	41.203	1.272	13	0.051418	0.534	112	3.11588392857143	86	3.09302325581395	9	7	4	1	1	1	1	0	0.0395816559933527	0
HGNC:28762	ENSG00000171763	SPATA5L1	19.079	2.262	13	3.5478e-11	1.068	131	3.0619465648855	98	1.80408163265306	2	2	1	1	5	3	1	0	0.000753358963685359	0
HGNC:29898	ENSG00000166920	C15orf48	18.182	0.396	13	5.5498e-05	1.856	88	3.63843181818182	78	1.47948717948718	1	9	5	1	7	4	1	0	3.4287658641275e-05	0
HGNC:11015	ENSG00000104154	SLC30A4	43.149	1.29	12	0.11544	0.579	114	3.02508771929825	48	0.258333333333333	5	0	0	0	5	3	1	0	0.0528128567553588	0
HGNC:8549	ENSG00000104164	BLOC1S6	28.731	0.534	11	8.0385e-09	1.688	129	2.54881395348837	10	0.22	8	0	0	0	6	3	1	0	0.0222814761752824	0
HGNC:20390	ENSG00000137767	SQOR	60.133	1.353	7	4.1314e-10	1.18	124	3.00765322580645	101	5.9009900990099	4	6	3	1	8	4	1	0	0.00237341176045448	0
HGNC:16770	ENSG00000137872	SEMA6D	590.127	3.222	0	0.93948	0.323	68	1.54283823529412	34	0.394117647058824	11	5	3	1	5	3	1	0	0.215832539152646	1
HGNC:20611	ENSG00000188467	SLC24A5	21.682	1.503	4	5.1503e-10	1.163	10	1.6785	64	2.4625	2	4	2	1	0	0	0	0	0.000756281592459444	0
HGNC:17940	ENSG00000104177	MYEF2	43.721	1.803	5	0.63452	0.388	58	1.41706896551724	68	0.991176470588235	4	0	0	0	7	4	1	0	0.000442606094821032	0
HGNC:31109	ENSG00000233932	CTXN2	25.636	0.246	5	0.035215	1.802	19	1.73373684210526	49	0.481632653061225	0	0	0	0	0	0	0	0	NA	0
HGNC:10910	ENSG00000074803	SLC12A1	125.64	3.438	5	6.6809e-17	0.824	0	0	65	2.13538461538462	3	2	1	1	3	2	1	0	0.00124090235850698	0
HGNC:3078	ENSG00000128951	DUT	12.362	0.759	6	0.0012744	1.12	80	1.025825	50	1.78	4	8	4	1	8	4	1	0	0.00025044108694014	0
HGNC:3603	ENSG00000166147	FBN1	237.408	8.616	8	1	0.049	88	1.54480681818182	97	7.37319587628866	10	10	5	1	7	4	1	0	0.467706849353832	1
HGNC:29298	ENSG00000103995	CEP152	98.218	5.133	7	2.6574e-27	0.824	112	1.30594642857143	87	0.733333333333333	3	0	0	0	10	5	1	0	0.000693859038555247	0
HGNC:16743	ENSG00000185634	SHC4	140.178	1.893	7	7.1127e-11	0.943	106	1.69585849056604	107	3.42242990654206	9	0	0	0	8	4	1	0	0.015050305306436	0
HGNC:1191	ENSG00000255302	EID1	2.039	0.564	6	0.42748	0.89	102	1.42957843137255	23	0.460869565217391	4	0	0	0	6	3	1	0	0.116066829140357	0
HGNC:28997	ENSG00000138593	SECISBP2L	57.971	3.306	7	0.285	0.374	105	1.23561904761905	90	1.60666666666667	4	5	3	1	2	1	1	0	0.0492290505628467	0
HGNC:30747	ENSG00000166200	COPS2	49.593	1.353	8	0.99997	0.101	92	1.0119347826087	57	0.333333333333333	3	0	0	0	9	5	1	0	0.317096296682401	1
HGNC:4119	ENSG00000156958	GALK2	212.213	1.377	8	7.8958e-14	1.251	90	1.27515555555556	92	0.954347826086957	3	0	0	0	10	5	1	0	0.000162019325561384	0
HGNC:26543	ENSG00000166262	FAM227B	293.967	1.527	4	4.3472e-23	1.431	98	1.22538775510204	30	0.553333333333333	5	0	0	0	1	1	1	0	0.000502702598351602	0
HGNC:3685	ENSG00000140285	FGF7	65.538	0.585	6	0.77089	0.514	48	2.51133333333333	47	2.34042553191489	12	0	0	0	9	5	1	0	0.175254492681024	0
HGNC:30926	ENSG00000104047	DTWD1	35.195	0.915	4	2.8135e-10	1.677	98	1.22538775510204	95	1.57052631578947	3	0	0	0	2	1	1	0	0.000230273292155386	0
HGNC:13536	ENSG00000104043	ATP8B4	324.579	3.579	5	3.6708e-34	1.094	66	2.07543939393939	97	4.11340206185567	13	5	3	1	5	3	1	0	0.000997725954608833	0
HGNC:10996	ENSG00000140284	SLC27A2	54.189	1.863	5	6.3647e-09	0.965	92	1.67521739130435	99	3.64040404040404	5	6	3	1	6	3	1	0	0.000828598208535147	0
HGNC:4855	ENSG00000140287	HDC	24.018	1.989	7	0.0041094	0.548	22	1.71945454545455	75	1.46666666666667	6	9	5	1	2	1	1	0	0.0336294999755101	0
HGNC:4074	ENSG00000104064	GABPB1	80.019	1.188	7	0.91121	0.369	66	0.647469696969697	103	2.1126213592233	3	3	2	1	6	3	1	0	0.000124918332982976	1
HGNC:12631	ENSG00000138592	USP8	90.041	3.357	8	1	0.113	73	0.969054794520548	50	0.296	5	0	0	0	9	5	1	0	0.397436335651807	1
HGNC:20079	ENSG00000170236	USP50	52.69	1.032	8	2.6279e-18	1.87	22	1.40209090909091	16	0.4625	2	0	0	0	4	2	1	0	4.53338120767084e-05	0
HGNC:17994	ENSG00000092439	TRPM7	134.324	5.598	7	5.2086e-16	0.558	119	1.11195798319328	45	0.622222222222222	4	0	0	0	8	4	1	0	0.0167994297491643	0
HGNC:30227	ENSG00000138600	SPPL2A	63.443	1.563	7	0.028995	0.526	120	1.1142	66	0.812121212121212	0	0	0	0	1	1	1	0	0.00650627596463956	0
HGNC:573	ENSG00000081014	AP4E1	97.223	3.414	7	0.0027529	0.431	123	1.50385365853659	48	0.55	2	0	0	0	7	4	1	0	0.0248253705723345	0
HGNC:20620	ENSG00000183578	TNFAIP8L3	48.678	0.879	5	1.8707e-05	1.78	24	3.09308333333333	97	2.28453608247423	3	0	0	0	0	0	0	0	5.14242977874663e-05	0
HGNC:2594	ENSG00000137869	CYP19A1	130.544	1.512	8	1.7022e-05	0.877	14	2.36464285714286	73	1.72054794520548	11	6	3	1	9	5	1	0	0.266306894398141	0
HGNC:29514	ENSG00000186417	GLDN	66.35	1.656	8	2.5809e-13	1.273	54	2.39398148148148	89	4.50112359550562	7	4	2	1	1	1	1	0	0.000288169046825207	0
HGNC:2938	ENSG00000104093	DMXL2	175.122	9.177	9	1	0.158	121	1.7131652892562	80	0.7775	10	7	4	1	5	3	1	0	0.176862439079105	1
HGNC:13707	ENSG00000104112	SCG3	39.534	1.407	9	0.0014883	0.659	70	2.13927142857143	92	1.0695652173913	6	0	0	0	2	1	1	0	0.104713288804455	0
HGNC:28571	ENSG00000140280	LYSMD2	28.574	0.648	10	0.41554	0.911	124	2.02721774193548	102	2.61372549019608	7	6	3	1	3	2	1	0	0.11609137899331	0
HGNC:11872	ENSG00000128872	TMOD2	64.766	1.056	10	0.019553	0.675	110	2.09585454545455	105	2.06666666666667	6	6	3	1	7	4	1	0	0.0930454305842241	0
HGNC:11873	ENSG00000138594	TMOD3	117.667	1.059	11	0.06636	0.636	130	1.82914615384615	110	9.46363636363636	9	0	0	0	9	5	1	0	0.197843811407716	0
HGNC:30401	ENSG00000166477	LEO1	33.753	2.001	9	0.87094	0.35	124	2.00684677419355	1	0.2	3	4	2	1	10	5	1	0	0.0752872579646195	0
HGNC:6879	ENSG00000069956	MAPK6	115.269	2.166	9	0.69646	0.407	124	1.88645967741935	81	1.21234567901235	11	0	0	0	9	5	1	0	0.0172653099782507	0
HGNC:993	ENSG00000137875	BCL2L10	3.512	0.726	11	0.01076	1.735	48	2.43516666666667	85	1.19764705882353	3	2	1	1	5	3	1	0	0.000209061681914231	0
HGNC:4401	ENSG00000069966	GNB5	76.292	1.188	9	6.3614e-08	0.974	123	2.15263414634146	94	0.5	5	0	0	0	9	5	1	0	0.000539798744362608	0
HGNC:7604	ENSG00000128833	MYO5C	103.482	5.229	9	7.8146e-37	0.844	61	2.87224590163934	90	1.79333333333333	2	9	5	1	10	5	1	0	0.00470039439803061	0
HGNC:7602	ENSG00000197535	MYO5A	221.851	5.643	6	0.944	0.295	124	2.12125806451613	107	7.74766355140187	13	3	2	1	10	5	1	0	0.0632531094807166	1
HGNC:16967	ENSG00000128989	ARPP19	22.838	0.396	6	0.77371	0.608	109	1.54377064220183	101	1.96039603960396	6	0	0	0	4	2	1	0	0.101135587118603	0
HGNC:25609	ENSG00000047346	FAM214A	128.5	3.252	4	0.4452	0.368	110	1.724	78	1.71025641025641	3	10	5	1	3	2	1	0	0.0782804151110002	0
HGNC:8138	ENSG00000169856	ONECUT1	36.025	1.398	4	0.52333	0.592	51	2.56158823529412	98	1.97959183673469	5	0	0	0	9	5	1	1	0.0294294021757924	0
HGNC:26790	ENSG00000166415	WDR72	249.137	3.339	1	2.733e-27	1.074	3	1.22466666666667	42	0.814285714285714	2	0	0	0	0	0	0	0	0.000456441275173195	0
HGNC:23149	ENSG00000137766	UNC13C	650.507	6.645	1	2.1692e-15	0.537	0	0	0	0	1	1	1	1	0	0	0	0	0.0150078486044741	0
HGNC:18479	ENSG00000137876	RSL24D1	16.243	0.525	7	0.87838	0.422	123	2.44764227642276	76	0.705263157894737	1	0	0	0	8	4	1	0	0.227421688687225	0
HGNC:9766	ENSG00000069974	RAB27A	116.147	0.666	8	3.0027e-07	1.653	31	3.58016129032258	96	4.97916666666667	14	0	0	0	7	4	1	0	0.00013290201635616	0
HGNC:50696	ENSG00000225973	PIGBOS1	1.977	0.165	8	NA	NA	127	2.54052755905512	0	0	0	0	0	0	0	0	0	0	NA	NA
HGNC:8959	ENSG00000069943	PIGB	36.688	1.668	8	3.8535e-11	1.063	127	2.54052755905512	103	2.09902912621359	4	5	3	1	3	2	1	0	0.00800529646418652	0
HGNC:24227	ENSG00000260916	CCPG1	68.478	2.424	8	0.00056126	0.564	121	2.24656198347107	0	0	4	0	0	0	4	2	1	0	0.047776183049228	0
HGNC:44654	ENSG00000261652	C15orf65	10.303	0.366	8	0.26387	1.29	121	2.24656198347107	0	0	0	2	1	1	0	0	0	0	0.0814402709718786	0
HGNC:21493	ENSG00000256061	DNAAF4	97.709	1.263	9	9.7181e-10	1.115	4	2.5685	11	0.563636363636364	0	0	0	0	4	2	1	0	0.000750879261959765	0
HGNC:30256	ENSG00000171016	PYGO1	50.063	1.26	9	0.98683	0.228	95	2.63230526315789	59	0.488135593220339	5	1	1	1	6	3	1	0	0.229323520340925	1
HGNC:26373	ENSG00000166450	PRTG	131.608	3.453	8	1.1959e-07	0.562	85	2.93232941176471	92	4.64347826086957	11	2	1	1	1	1	1	0	0.0248969851345912	0
HGNC:7727	ENSG00000069869	NEDD4	166.738	3.96	6	8.7208e-13	0.628	47	3.41829787234043	70	0.991428571428571	11	0	0	0	10	5	1	0	0.00569594136565939	0
HGNC:25777	ENSG00000181827	RFX7	157.802	4.383	4	1	0.132	131	2.52345801526718	82	1.2609756097561	4	3	2	1	2	1	1	1	0.385963423549454	1
HGNC:29585	ENSG00000151575	TEX9	201.988	1.176	4	6.4247e-22	1.573	130	2.83933076923077	55	0.527272727272727	5	0	0	0	3	2	1	0	0.00411732538609464	0
HGNC:29636	ENSG00000138587	MNS1	43.593	1.488	5	2.0964e-21	1.325	126	2.82428571428571	25	0.256	2	0	0	0	2	1	1	0	0.000340722630510483	0
HGNC:25953	ENSG00000137871	ZNF280D	103.91	2.94	4	0.046841	0.419	129	2.15889147286822	91	1.02637362637363	9	0	0	0	2	1	1	1	0.0787106828301801	0
HGNC:11623	ENSG00000140262	TCF12	380.658	2.121	3	0.67602	0.372	131	1.73759541984733	49	0.440816326530612	20	4	2	1	8	4	1	1	0.0743318034752712	0
HGNC:25931	ENSG00000128849	CGNL1	174.75	3.909	4	4.686e-42	1.242	73	4.01524657534247	100	4.858	4	0	0	0	2	1	1	0	0.00755276809417181	0
HGNC:43444	ENSG00000263155	MYZAP	93.46	1.401	3	4.4081e-17	1.236	93	3.53496774193548	0	0	1	7	4	1	6	3	1	0	0.000717016384798306	0
HGNC:26424	ENSG00000137878	GCOM1	122.837	2.298	3	2.3874e-19	1.195	93	3.53496774193548	102	4.26078431372549	2	0	0	0	0	0	0	0	0.00113172450583571	0
HGNC:14862	ENSG00000255529	POLR2M	76.067	1.107	4	0.031082	0.729	125	2.223576	104	4.13653846153846	5	0	0	0	6	3	1	0	0.0179055538895292	0
HGNC:15472	ENSG00000128918	ALDH1A2	544.443	1.557	6	0.36331	0.447	57	2.92066666666667	104	1.55961538461538	14	7	4	1	10	5	1	0	0.0750772333188076	0
HGNC:643	ENSG00000103569	AQP9	47.742	0.888	3	0.24027	0.661	39	1.87687179487179	60	2.09666666666667	8	10	5	1	2	1	1	0	0.00944995890720588	0
HGNC:6619	ENSG00000166035	LIPC	159.275	1.5	5	3.2764e-07	0.93	28	4.58339285714286	111	6.13153153153153	3	0	0	0	6	3	1	0	0.00297067943661902	0
HGNC:188	ENSG00000137845	ADAM10	160.982	2.247	7	1	0.117	125	1.87408	78	0.751282051282051	4	3	2	1	8	4	1	0	0.365478025530103	1
HGNC:26954	ENSG00000128923	MINDY2	90.708	1.866	7	1.7641e-05	0.698	121	1.9150826446281	39	0.764102564102564	5	0	0	0	6	3	1	0	0.0212528609111394	0
HGNC:17384	ENSG00000157450	RNF111	232.244	3.012	7	0.99987	0.213	123	2.04643902439024	71	0.391549295774648	2	5	3	1	8	4	1	0	0.364461853935208	1
HGNC:20709	ENSG00000137776	SLTM	54.629	3.105	8	0.99785	0.274	113	1.58935398230089	50	1.068	11	5	3	1	5	3	1	0	0.12162669620885	1
HGNC:1580	ENSG00000157456	CCNB2	19.919	1.197	8	5.7407e-12	1.177	118	1.93082203389831	17	0.294117647058824	5	10	5	1	10	5	1	0	0.0135785573218426	0
HGNC:7599	ENSG00000157483	MYO1E	240.437	3.327	7	6.769e-05	0.442	120	2.6701	111	15.5153153153153	8	5	3	1	9	5	1	0	0.0522286619792628	0
HGNC:21481	ENSG00000171989	LDHAL6B	1.745	1.146	10	0.073409	1.46	17	3.19705882352941	23	0.304347826086957	3	0	0	0	7	4	1	0	0.123825804988109	0
HGNC:28379	ENSG00000157470	FAM81A	150.862	1.107	7	0.19196	0.532	100	2.83759	107	2.51214953271028	7	4	2	1	1	1	1	0	0.110074636509839	0
HGNC:4205	ENSG00000140297	GCNT3	45.364	1.317	7	1.1214e-08	1.434	55	2.81645454545455	71	1.87323943661972	22	0	0	0	7	4	1	0	8.61686918788253e-05	0
HGNC:4647	ENSG00000140307	GTF2A2	19.479	0.33	6	0.026061	1.359	121	2.00914049586777	40	0.21	4	4	2	1	10	5	1	0	0.00185325393103599	0
HGNC:1083	ENSG00000140299	BNIP2	30.388	1.308	6	6.4641e-05	0.852	120	1.27343333333333	97	1.27010309278351	1	6	3	1	7	4	1	0	0.0230468364555786	0
HGNC:3799	ENSG00000171956	FOXB1	57.496	0.978	5	0.90634	0.392	36	2.69263888888889	110	4.96727272727273	4	0	0	0	7	4	1	1	0.137482607377231	1
HGNC:537	ENSG00000182718	ANXA2	55.749	1.104	2	9.7728e-05	0.808	126	2.20052380952381	111	11.9099099099099	9	0	0	0	8	4	1	0	0.0263418401500936	0
HGNC:29885	ENSG00000128915	ICE2	59.551	2.949	2	1.3236e-13	0.839	122	1.8668606557377	36	0.55	2	0	0	0	9	5	1	0	0.0176677379855359	0
HGNC:10258	ENSG00000069667	RORA	741.018	1.671	0	0.40096	0.404	5	4.9352	66	0.73030303030303	9	9	5	1	6	3	1	1	0.181517190092859	0
HGNC:23594	ENSG00000129003	VPS13C	208.084	11.262	3	7.6491e-49	0.677	111	1.58561261261261	79	2.14936708860759	4	7	4	1	8	4	1	0	0.0021069392808166	0
HGNC:33627	ENSG00000198535	C2CD4A	3.94	1.11	3	0.017468	1.545	88	1.79327272727273	82	1.05853658536585	1	0	0	0	0	0	0	0	0.101141909826201	0
HGNC:33628	ENSG00000205502	C2CD4B	1.75	1.095	3	8.8732e-05	1.943	48	2.6800625	100	1.68	1	0	0	0	0	0	0	0	NA	0
HGNC:15447	ENSG00000171914	TLN2	454.105	7.629	3	0.99231	0.279	80	2.2810625	81	5.01975308641975	14	6	3	1	8	4	1	0	0.0931757184171333	1
HGNC:12010	ENSG00000140416	TPM1	29.283	0.981	6	0.0010165	0.783	85	3.07763529411765	103	1.9378640776699	22	0	0	0	10	5	1	0	0.0188460556847033	0
HGNC:16468	ENSG00000103642	LACTB	20.228	1.644	7	1.975e-06	0.99	129	2.07637209302326	21	1.03809523809524	6	0	0	0	4	2	1	0	0.0503592136431476	0
HGNC:18476	ENSG00000185088	RPS27L	32.149	0.303	7	0.10011	1.275	128	1.836296875	0	0	4	0	0	0	7	4	1	0	0.107423208580509	0
HGNC:30273	ENSG00000166128	RAB8B	78.216	0.624	7	0.00069486	0.997	129	2.02613953488372	109	6.11743119266055	1	7	4	1	9	5	1	0	0.0416504559484502	0
HGNC:24080	ENSG00000138613	APH1B	33.108	0.774	7	2.8377e-11	1.737	125	2.342984	94	1.52127659574468	2	0	0	0	7	4	1	0	0.000285035721199216	0
HGNC:1371	ENSG00000074410	CA12	60.468	1.065	8	1.2849e-11	1.327	77	2.70180519480519	109	5.68990825688073	3	7	4	1	5	3	1	0	0.00126090820273077	0
HGNC:12626	ENSG00000140455	USP3	90.129	1.563	8	0.99989	0.156	126	1.79515873015873	111	11.0792792792793	5	0	0	0	7	4	1	0	0.309038302763051	1
HGNC:27537	ENSG00000197361	FBXL22	5.075	0.744	10	0.0014582	1.849	94	2.49140425531915	81	0.8	6	0	0	0	9	5	1	0	0.00471944337838036	0
HGNC:4867	ENSG00000103657	HERC1	225.33	14.586	8	1	0.24	121	1.98409090909091	107	6.14392523364486	4	3	2	1	6	3	1	0	0.0735088824070905	1
HGNC:2675	ENSG00000035664	DAPK2	164.997	1.467	10	5.0088e-10	1.28	100	2.44789	100	3.39	1	0	0	0	4	2	1	0	0.000320209210638245	0
HGNC:26235	ENSG00000166797	CIAO2A	21.292	0.483	10	1.9655e-05	1.463	114	1.28792105263158	110	3.65454545454545	3	0	0	0	4	2	1	0	0.00682754718154222	0
HGNC:11172	ENSG00000028528	SNX1	51.967	1.674	10	0.93179	0.344	114	1.28792105263158	78	0.438461538461538	5	0	0	0	7	4	1	0	0.265978645476825	1
HGNC:16315	ENSG00000157734	SNX22	5.766	0.582	9	0.0047609	1.093	86	1.81294186046512	93	0.610752688172043	2	0	0	0	2	1	1	0	0.145812497939251	0
HGNC:9255	ENSG00000166794	PPIB	7.394	0.651	9	4.7242e-05	1.6	102	1.45548039215686	1	0.2	1	0	0	0	9	5	1	0	0.000106557079766662	0
HGNC:2454	ENSG00000169118	CSNK1G1	190.648	1.428	12	0.99911	0.216	110	1.88200909090909	103	1.41747572815534	3	0	0	0	7	4	1	0	0.172331976886175	1
HGNC:28961	ENSG00000166803	PCLAF	23.383	0.348	12	0.16276	1.017	114	1.84155263157895	102	1.06078431372549	3	0	0	0	6	3	1	0	0.0299052405421247	0
HGNC:12310	ENSG00000103671	TRIP4	67.555	1.746	12	5.9901e-07	0.668	120	1.94355	1	0.2	2	1	1	1	6	3	1	0	0.0154950014066164	0
HGNC:29003	ENSG00000180357	ZNF609	225.49	4.236	13	1	0.154	22	4.0025	110	4.48181818181818	3	6	3	1	5	3	1	1	0.14067424403807	1
HGNC:8096	ENSG00000180304	OAZ2	15.708	0.57	16	0.31316	0.756	125	2.356856	0	0	1	0	0	0	4	2	1	0	0.157614322672502	0
HGNC:19098	ENSG00000166831	RBPMS2	35.698	0.63	17	0.87683	0.423	56	2.859125	105	5.00380952380952	6	10	5	1	1	1	1	0	0.199110590341466	0
HGNC:26220	ENSG00000140451	PIF1	10.036	2.124	18	1.8307e-16	1.325	131	2.71084732824427	98	2.7530612244898	2	0	0	0	7	4	1	0	0.00245475763792703	0
HGNC:30026	ENSG00000241839	PLEKHO2	26.119	1.473	18	0.033559	0.622	130	2.75246153846154	110	8.84545454545455	1	8	4	1	4	2	1	0	0.0662857844123456	0
