trait	cohort	lead_variant	ensgid	gene	chromosome	start	end	tss	pops_score	pops_rank	twas_z	twas_p	twas_rank	distance_tss	distance_tss_rank	distance_genebody	distance_genebody_rank
Cardiovascular_Disease	UKB	rs2602698	ENSG00000167670	CHAF1A	19	4402659.0	4445015.0	4402659.0	0.2878797283220162	2.0	0.41431899999999994	0.679	13.0	535195.0	16.0	492839.0	16.0
Cardiovascular_Disease	UKB	rs2602698	ENSG00000167671	UBXN6	19	4444996.0	4457819.0	4457819.0	0.09717954954930404	6.0	1.3182209999999999	0.187	8.0	480035.0	15.0	480035.0	15.0
Cardiovascular_Disease	UKB	rs2602698	ENSG00000167674	HDGFRP2	19	4472284.0	4502223.0	4472284.0	0.14999213939948575	5.0	3.475003	0.0005110000000000001	3.0	465570.0	14.0	435631.0	14.0
Cardiovascular_Disease	UKB	rs2602698	ENSG00000167676	PLIN4	19	4502204.0	4517716.0	4517716.0	-0.04834181093546997	10.0	2.9787060000000003	0.0028899999999999998	4.0	420138.0	13.0	420138.0	13.0
Cardiovascular_Disease	UKB	rs2602698	ENSG00000214456	PLIN5	19	4522543.0	4535236.0	4535236.0	-0.12419761148131295	12.0	3.7127839999999996	0.000205	2.0	402618.0	11.0	402618.0	12.0
Cardiovascular_Disease	UKB	rs2602698	ENSG00000171236	LRG1	19	4536421.0	4540486.0	4540486.0	-0.5561076782126365	16.0				397368.0	10.0	397368.0	11.0
Cardiovascular_Disease	UKB	rs2602698	ENSG00000167680	SEMA6B	19	4542600.0	4559820.0	4559820.0	-0.16815907869027552	14.0	1.047619	0.295	9.0	378034.0	9.0	378034.0	10.0
Cardiovascular_Disease	UKB	rs2602698	ENSG00000185361	TNFAIP8L1	19	4639530.0	4655580.0	4639530.0	-0.0948469210034223	11.0	-0.957727	0.33799999999999997	10.0	298324.0	8.0	282274.0	9.0
Cardiovascular_Disease	UKB	rs2602698	ENSG00000074842	C19orf10	19	4641386.0	4670382.0	4670382.0	0.08309577776041284	7.0	0.6491210000000001	0.516	11.0	267472.0	7.0	267472.0	8.0
Cardiovascular_Disease	UKB	rs2602698	ENSG00000142002	DPP9	19	4675236.0	4724685.0	4724685.0	0.07574965245022178	9.0	2.842066	0.00448	5.0	213169.0	6.0	213169.0	6.0
Cardiovascular_Disease	UKB	rs2602698	ENSG00000141965	FEM1A	19	4791728.0	4795571.0	4791728.0	0.07713879724330293	8.0	-0.265975	0.79	14.0	146126.0	5.0	142283.0	5.0
Cardiovascular_Disease	UKB	rs2602698	ENSG00000127666	TICAM1	19	4815944.0	4831716.0	4831716.0	0.2116274115989188	3.0	1.826673	0.0677	7.0	106138.0	4.0	106138.0	4.0
Cardiovascular_Disease	UKB	rs2602698	ENSG00000105355	PLIN3	19	4838353.0	4867780.0	4867780.0	-0.1571722773953614	13.0	0.534279	0.593	12.0	70074.0	3.0	70074.0	3.0
Cardiovascular_Disease	UKB	rs2602698	ENSG00000205784	ARRDC5	19	4890449.0	4902879.0	4902879.0	-0.2529597140417887	15.0				34975.0	2.0	34975.0	2.0
Cardiovascular_Disease	UKB	rs2602698	ENSG00000127663	KDM4B	19	4969125.0	5153606.0	4969125.0	0.18594829596433995	4.0	5.1676910000000005	2.37e-07	1.0	31271.0	1.0	31271.0	1.0
Cardiovascular_Disease	UKB	rs2602698	ENSG00000105426	PTPRS	19	5158506.0	5340814.0	5340814.0	0.52523432210961	1.0	2.5261400000000003	0.0115	6.0	402960.0	12.0	220652.0	7.0
Cardiovascular_Disease	UKB	rs12978472	ENSG00000125731	SH2D3A	19	6752171.0	6767599.0	6767599.0	-0.16509383016797358	17.0	-0.255698	0.7979999999999999	16.0	490391.0	23.0	490391.0	23.0
Cardiovascular_Disease	UKB	rs12978472	ENSG00000141968	VAV1	19	6772725.0	6857377.0	6772725.0	-0.01666254257507667	10.0	1.249059	0.212	13.0	485265.0	21.0	400613.0	14.0
Cardiovascular_Disease	UKB	rs12978472	ENSG00000174837	EMR1	19	6887577.0	6940470.0	6887577.0	-0.03141000234703485	11.0	0.21035500000000001	0.833	18.0	370413.0	13.0	317520.0	10.0
Cardiovascular_Disease	UKB	rs12978472	ENSG00000237247	MBD3L5	19	7030589.0	7033022.0	7030589.0	-0.18255937033036407	19.0				227401.0	7.0	224968.0	7.0
Cardiovascular_Disease	UKB	rs12978472	ENSG00000205718	MBD3L4	19	7037759.0	7040190.0	7040190.0	-0.20579006275961592	20.0				217800.0	6.0	217800.0	6.0
Cardiovascular_Disease	UKB	rs12978472	ENSG00000230522	MBD3L2	19	7049332.0	7051746.0	7049332.0	-0.1750461928602499	18.0				208658.0	5.0	206244.0	5.0
Cardiovascular_Disease	UKB	rs12978472	ENSG00000182315	MBD3L3	19	7056220.0	7058651.0	7058651.0	-0.2808013997948862	23.0				199339.0	3.0	199339.0	3.0
Cardiovascular_Disease	UKB	rs12978472	ENSG00000130544	ZNF557	19	7069455.0	7087979.0	7069455.0	-0.1188944038612562	15.0	2.961246	0.0030600000000000002	4.0	188535.0	2.0	170011.0	2.0
Cardiovascular_Disease	UKB	rs12978472	ENSG00000171105	INSR	19	7112266.0	7294045.0	7294045.0	1.1966808075616169	1.0	4.924243	8.47e-07	2.0	36055.0	1.0	0.0	1.0
Cardiovascular_Disease	UKB	rs12978472	ENSG00000104880	ARHGEF18	19	7459999.0	7537363.0	7459999.0	0.239544170447458	3.0	6.067	1.3e-09	1.0	202009.0	4.0	202009.0	4.0
Cardiovascular_Disease	UKB	rs12978472	ENSG00000104883	PEX11G	19	7541761.0	7562335.0	7562335.0	-0.05824465450530629	13.0	2.332594	0.0197	7.0	304345.0	9.0	283771.0	8.0
Cardiovascular_Disease	UKB	rs12978472	ENSG00000198723	C19orf45	19	7557862.0	7573336.0	7557862.0	-0.13295996383427794	16.0	2.928414	0.0034100000000000003	5.0	299872.0	8.0	299872.0	9.0
Cardiovascular_Disease	UKB	rs12978472	ENSG00000198816	ZNF358	19	7580178.0	7585912.0	7580178.0	0.1916482324636936	6.0	3.7007809999999997	0.000215	3.0	322188.0	10.0	322188.0	11.0
Cardiovascular_Disease	UKB	rs12978472	ENSG00000090674	MCOLN1	19	7587512.0	7598895.0	7587512.0	0.20225434447706367	5.0				329522.0	11.0	329522.0	12.0
Cardiovascular_Disease	UKB	rs12978472	ENSG00000032444	PNPLA6	19	7598890.0	7626650.0	7598890.0	0.4058167648946929	2.0	1.8267759999999997	0.0677	9.0	340900.0	12.0	340900.0	13.0
Cardiovascular_Disease	UKB	rs12978472	ENSG00000076826	CAMSAP3	19	7660788.0	7683190.0	7660788.0	0.017881023002846132	9.0	1.752419	0.0797	10.0	402798.0	14.0	402798.0	15.0
Cardiovascular_Disease	UKB	rs12978472	ENSG00000076924	XAB2	19	7684411.0	7694451.0	7694451.0	0.03856159136160398	8.0	0.071556	0.943	19.0	436461.0	15.0	426421.0	16.0
Cardiovascular_Disease	UKB	rs12978472	ENSG00000229833	PET100	19	7694623.0	7696842.0	7694623.0	0.0567537682340141	7.0	1.9845009999999998	0.0472	8.0	436633.0	16.0	436633.0	17.0
Cardiovascular_Disease	UKB	rs12978472	ENSG00000174788	PCP2	19	7696497.0	7698634.0	7698634.0	-0.2806989039797913	22.0	1.1929049999999999	0.233	14.0	440644.0	17.0	438507.0	18.0
Cardiovascular_Disease	UKB	rs12978472	ENSG00000076944	STXBP2	19	7701767.0	7712759.0	7701767.0	0.20682718770291086	4.0	1.66566	0.0958	11.0	443777.0	18.0	443777.0	19.0
Cardiovascular_Disease	UKB	rs12978472	ENSG00000104918	RETN	19	7733930.0	7735334.0	7733930.0	-0.05621329322775443	12.0	-0.241331	0.809	17.0	475940.0	19.0	475940.0	20.0
Cardiovascular_Disease	UKB	rs12978472	ENSG00000183019	C19orf59	19	7741514.0	7744712.0	7741514.0	-0.21705355125739795	21.0	0.888854	0.374	15.0	483524.0	20.0	483524.0	21.0
Cardiovascular_Disease	UKB	rs12978472	ENSG00000181029	TRAPPC5	19	7745729.0	7747744.0	7745729.0	-0.08223993336207329	14.0	2.548855	0.0108	6.0	487739.0	22.0	487739.0	22.0
Cardiovascular_Disease	UKB	rs12978472	ENSG00000104921	FCER2	19	7753644.0	7767032.0	7767032.0	-0.5258220190612526	24.0	1.393318	0.16399999999999998	12.0	509042.0	24.0	495654.0	24.0
Cardiovascular_Disease	UKB	rs167479	ENSG00000142453	CARM1	19	10982189.0	11033453.0	10982189.0	0.3858230434245253	3.0	4.762766	1.91e-06	5.0	544576.0	32.0	493312.0	32.0
Cardiovascular_Disease	UKB	rs167479	ENSG00000130733	YIPF2	19	11033444.0	11039357.0	11039357.0	0.07319486029138618	12.0	4.799329	1.59e-06	4.0	487408.0	31.0	487408.0	31.0
Cardiovascular_Disease	UKB	rs167479	ENSG00000142444	C19orf52	19	11039409.0	11044211.0	11039409.0	-0.059010820246253065	18.0	5.7705980000000014	7.9e-09	2.0	487356.0	30.0	482554.0	30.0
Cardiovascular_Disease	UKB	rs167479	ENSG00000127616	SMARCA4	19	11071598.0	11176071.0	11071598.0	1.2609206914559683	1.0	7.0098119999999975	2.39e-12	1.0	455167.0	28.0	350694.0	24.0
Cardiovascular_Disease	UKB	rs167479	ENSG00000130164	LDLR	19	11200038.0	11244492.0	11200038.0	1.2016480693348126	2.0	2.8990259999999997	0.00374	13.0	326727.0	23.0	282273.0	22.0
Cardiovascular_Disease	UKB	rs167479	ENSG00000161888	SPC24	19	11242196.0	11266484.0	11266484.0	-0.076034834945495	19.0	2.868186	0.00413	14.0	260281.0	21.0	260281.0	21.0
Cardiovascular_Disease	UKB	rs167479	ENSG00000197256	KANK2	19	11274943.0	11308467.0	11308467.0	0.29158172035975777	5.0	3.077639	0.00209	12.0	218298.0	20.0	218298.0	20.0
Cardiovascular_Disease	UKB	rs167479	ENSG00000130158	DOCK6	19	11309971.0	11373157.0	11373157.0	0.3687390873463272	4.0	4.301354	1.7e-05	6.0	153608.0	17.0	153608.0	17.0
Cardiovascular_Disease	UKB	rs167479	ENSG00000130173	C19orf80	19	11348178.0	11352619.0	11348178.0	-0.17635841059995008	28.0				178587.0	19.0	174146.0	19.0
Cardiovascular_Disease	UKB	rs167479	ENSG00000130167	TSPAN16	19	11406824.0	11437672.0	11406824.0	-0.2554625393088866	30.0	-0.306675	0.759	29.0	119941.0	13.0	89093.0	12.0
Cardiovascular_Disease	UKB	rs167479	ENSG00000105514	RAB3D	19	11432722.0	11456946.0	11456946.0	-0.2984339312192746	32.0	0.48255299999999995	0.629	27.0	69819.0	9.0	69819.0	11.0
Cardiovascular_Disease	UKB	rs167479	ENSG00000105518	TMEM205	19	11453452.0	11457194.0	11457194.0	0.10204051564348247	10.0	3.3061830000000003	0.0009460000000000001	11.0	69571.0	8.0	69571.0	10.0
Cardiovascular_Disease	UKB	rs167479	ENSG00000183401	CCDC159	19	11455360.0	11465620.0	11455360.0	-0.002034787888283511	14.0	3.8513699999999997	0.000117	7.0	71405.0	10.0	61145.0	8.0
Cardiovascular_Disease	UKB	rs167479	ENSG00000105520	DKFZP761J1410	19	11466062.0	11476374.0	11466062.0	-0.004918174844531018	15.0	3.444971	0.000571	9.0	60703.0	6.0	50391.0	7.0
Cardiovascular_Disease	UKB	rs167479	ENSG00000173928	SWSAP1	19	11485361.0	11487627.0	11485361.0	-0.00603237607659241	16.0				41404.0	5.0	39138.0	6.0
Cardiovascular_Disease	UKB	rs167479	ENSG00000187266	EPOR	19	11488236.0	11495018.0	11495018.0	0.2355802274654255	7.0	1.9530599999999998	0.0508	19.0	31747.0	4.0	31747.0	4.0
Cardiovascular_Disease	UKB	rs167479	ENSG00000205517	RGL3	19	11495017.0	11530018.0	11530018.0	0.12883857703254453	9.0	5.748615	9e-09	3.0	3253.0	1.0	0.0	1.0
Cardiovascular_Disease	UKB	rs167479	ENSG00000198003	CCDC151	19	11531272.0	11546603.0	11546603.0	-0.047612956478109834	17.0	-1.64178	0.10099999999999999	21.0	19838.0	3.0	4507.0	2.0
Cardiovascular_Disease	UKB	rs167479	ENSG00000130175	PRKCSH	19	11546109.0	11561783.0	11546109.0	0.1897257854792425	8.0	1.8210560000000002	0.0686	20.0	19344.0	2.0	19344.0	3.0
Cardiovascular_Disease	UKB	rs167479	ENSG00000196361	ELAVL3	19	11562141.0	11591861.0	11591861.0	-0.2600727706394611	31.0	0.6551859999999999	0.512	26.0	65096.0	7.0	35376.0	5.0
Cardiovascular_Disease	UKB	rs167479	ENSG00000161914	ZNF653	19	11594242.0	11616738.0	11616738.0	0.01778680321642926	13.0				89973.0	11.0	67477.0	9.0
Cardiovascular_Disease	UKB	rs167479	ENSG00000130159	ECSIT	19	11616731.0	11639989.0	11639989.0	0.2603515346965997	6.0	3.451475	0.000558	8.0	113224.0	12.0	89966.0	13.0
Cardiovascular_Disease	UKB	rs167479	ENSG00000130176	CNN1	19	11649532.0	11661138.0	11649532.0	-0.07971240713944704	20.0	2.468642	0.0136	17.0	122767.0	14.0	122767.0	14.0
Cardiovascular_Disease	UKB	rs167479	ENSG00000130165	ELOF1	19	11661962.0	11670051.0	11670051.0	0.09571591388176988	11.0	-1.600158	0.11	22.0	143286.0	15.0	135197.0	15.0
Cardiovascular_Disease	UKB	rs167479	ENSG00000198551	ZNF627	19	11670189.0	11729950.0	11670189.0	-0.09325401597261067	23.0	2.774142	0.005529999999999999	15.0	143424.0	16.0	143424.0	16.0
Cardiovascular_Disease	UKB	rs167479	ENSG00000102575	ACP5	19	11685475.0	11689823.0	11689823.0	-0.111250242352836	25.0	0.443749	0.657	28.0	163058.0	18.0	158710.0	18.0
Cardiovascular_Disease	UKB	rs167479	ENSG00000197933	ZNF823	19	11832080.0	11849824.0	11849824.0	-0.21209436391822645	29.0	0.7603260000000001	0.447	25.0	323059.0	22.0	305315.0	23.0
Cardiovascular_Disease	UKB	rs167479	ENSG00000197044	ZNF441	19	11877815.0	11894893.0	11877815.0	-0.1531496857423329	27.0	1.281849	0.2	24.0	351050.0	24.0	351050.0	25.0
Cardiovascular_Disease	UKB	rs167479	ENSG00000177599	ZNF491	19	11908482.0	11920437.0	11908482.0	-0.12334822634246735	26.0	2.70405	0.00685	16.0	381717.0	25.0	381717.0	26.0
Cardiovascular_Disease	UKB	rs167479	ENSG00000171295	ZNF440	19	11925099.0	11946016.0	11925099.0	-0.08538424606810273	21.0	1.530878	0.126	23.0	398334.0	26.0	398334.0	27.0
Cardiovascular_Disease	UKB	rs167479	ENSG00000171291	ZNF439	19	11959541.0	11994565.0	11959541.0	-0.10284809336384954	24.0	3.3187830000000003	0.000904	10.0	432776.0	27.0	432776.0	28.0
Cardiovascular_Disease	UKB	rs167479	ENSG00000198429	ZNF69	19	11998599.0	12025144.0	11998599.0	-0.08994572808397085	22.0	2.085396	0.037000000000000005	18.0	471834.0	29.0	471834.0	29.0
Cardiovascular_Disease	UKB	rs10401600	ENSG00000105085	MED26	19	16685718.0	16739873.0	16739873.0	0.14618446243430253	7.0	4.2935989999999995	1.76e-05	2.0	469985.0	29.0	469985.0	29.0
Cardiovascular_Disease	UKB	rs10401600	ENSG00000214046	SMIM7	19	16741562.0	16771253.0	16771253.0	0.012749972973767018	16.0	0.21328899999999998	0.831	29.0	438605.0	27.0	438605.0	27.0
Cardiovascular_Disease	UKB	rs10401600	ENSG00000072954	TMEM38A	19	16771938.0	16800840.0	16771938.0	0.09303084203052306	13.0	4.788437999999998	1.68e-06	1.0	437920.0	26.0	409018.0	24.0
Cardiovascular_Disease	UKB	rs10401600	ENSG00000188039	NWD1	19	16830787.0	16928774.0	16830787.0	-0.3393724962188812	29.0	-1.626406	0.10400000000000001	20.0	379071.0	23.0	281084.0	18.0
Cardiovascular_Disease	UKB	rs10401600	ENSG00000127511	SIN3B	19	16940211.0	16991164.0	16940211.0	0.1982990515502145	4.0	0.813095	0.41600000000000004	22.0	269647.0	16.0	218694.0	14.0
Cardiovascular_Disease	UKB	rs10401600	ENSG00000127533	F2RL3	19	16999671.0	17003417.0	16999671.0	-0.14907986412733668	26.0	4.2204190000000015	2.44e-05	3.0	210187.0	11.0	206441.0	12.0
Cardiovascular_Disease	UKB	rs10401600	ENSG00000160111	CPAMD8	19	17003758.0	17137625.0	17137625.0	-0.136476284769558	25.0	0.563916	0.573	25.0	72233.0	3.0	72233.0	3.0
Cardiovascular_Disease	UKB	rs10401600	ENSG00000131351	HAUS8	19	17160539.0	17186435.0	17186435.0	-0.025151847218648663	19.0	-3.4230940000000003	0.0006190000000000001	5.0	23423.0	2.0	23423.0	2.0
Cardiovascular_Disease	UKB	rs10401600	ENSG00000099331	MYO9B	19	17186591.0	17325346.0	17186591.0	0.34774985971017897	1.0	1.872214	0.0612	17.0	23267.0	1.0	0.0	1.0
Cardiovascular_Disease	UKB	rs10401600	ENSG00000053501	USE1	19	17326155.0	17330638.0	17326155.0	0.26647052552977457	3.0	2.7216139999999998	0.0065	9.0	116297.0	4.0	116297.0	4.0
Cardiovascular_Disease	UKB	rs10401600	ENSG00000099330	OCEL1	19	17337013.0	17340028.0	17337013.0	0.10437629266426912	11.0	0.6405350000000001	0.522	24.0	127155.0	5.0	127155.0	5.0
Cardiovascular_Disease	UKB	rs10401600	ENSG00000160113	NR2F6	19	17342692.0	17356749.0	17356749.0	0.29210682443973296	2.0	1.6527630000000002	0.0984	19.0	146891.0	6.0	132834.0	6.0
Cardiovascular_Disease	UKB	rs10401600	ENSG00000130307	USHBP1	19	17359985.0	17393595.0	17393595.0	0.047196988745944836	14.0	1.7228189999999999	0.0849	18.0	183737.0	9.0	150127.0	7.0
Cardiovascular_Disease	UKB	rs10401600	ENSG00000105393	BABAM1	19	17378159.0	17392058.0	17378159.0	0.12034957479558946	9.0	3.3031010000000003	0.000956	6.0	168301.0	7.0	168301.0	8.0
Cardiovascular_Disease	UKB	rs10401600	ENSG00000160117	ANKLE1	19	17392454.0	17398455.0	17392454.0	-0.01945809753090825	17.0	2.050112	0.0404	15.0	182596.0	8.0	182596.0	9.0
Cardiovascular_Disease	UKB	rs10401600	ENSG00000127220	ABHD8	19	17402940.0	17421045.0	17421045.0	0.1753872126147591	6.0	2.75216	0.00592	7.0	211187.0	13.0	193082.0	10.0
Cardiovascular_Disease	UKB	rs10401600	ENSG00000130312	MRPL34	19	17403418.0	17417652.0	17403418.0	-0.04211208227669189	21.0	1.8829740000000001	0.0597	16.0	193560.0	10.0	193560.0	11.0
Cardiovascular_Disease	UKB	rs10401600	ENSG00000130311	DDA1	19	17420327.0	17434110.0	17420327.0	0.10192644261791413	12.0	2.30281	0.0213	13.0	210469.0	12.0	210469.0	13.0
Cardiovascular_Disease	UKB	rs10401600	ENSG00000074855	ANO8	19	17434032.0	17445638.0	17445638.0	-0.06435905518115206	23.0	-0.387273	0.6990000000000001	26.0	235780.0	14.0	224174.0	15.0
Cardiovascular_Disease	UKB	rs10401600	ENSG00000130299	GTPBP3	19	17445729.0	17453544.0	17445729.0	0.013610294936647092	15.0	-0.331658	0.74	27.0	235871.0	15.0	235871.0	16.0
Cardiovascular_Disease	UKB	rs10401600	ENSG00000130300	PLVAP	19	17462257.0	17488159.0	17488159.0	-0.22680492296112306	28.0	2.099548	0.0358	14.0	278301.0	17.0	252399.0	17.0
Cardiovascular_Disease	UKB	rs10401600	ENSG00000130303	BST2	19	17513748.0	17516457.0	17516457.0	-0.15768458571577193	27.0	0.812695	0.41600000000000004	22.0	306599.0	18.0	303890.0	19.0
Cardiovascular_Disease	UKB	rs10401600	ENSG00000141971	MVB12A	19	17516531.0	17544533.0	17516531.0	0.10858698829922966	10.0	2.6841180000000002	0.00727	10.0	306673.0	19.0	306673.0	20.0
Cardiovascular_Disease	UKB	rs10401600	ENSG00000188051	TMEM221	19	17546318.0	17559376.0	17559376.0	-0.03904220952000835	20.0	2.375353	0.0175	12.0	349518.0	20.0	336460.0	21.0
Cardiovascular_Disease	UKB	rs10401600	ENSG00000171773	NXNL1	19	17566234.0	17571763.0	17571763.0	-0.08981400364555428	24.0	2.733429	0.00627	8.0	361905.0	21.0	356376.0	22.0
Cardiovascular_Disease	UKB	rs10401600	ENSG00000130304	SLC27A1	19	17579578.0	17616977.0	17579578.0	0.12471933519753473	8.0	2.6647529999999997	0.0077	11.0	369720.0	22.0	369720.0	23.0
Cardiovascular_Disease	UKB	rs10401600	ENSG00000130313	PGLS	19	17622438.0	17632097.0	17622438.0	-0.060782378483534676	22.0	1.133848	0.257	21.0	412580.0	24.0	412580.0	25.0
Cardiovascular_Disease	UKB	rs10401600	ENSG00000167483	FAM129C	19	17634110.0	17664648.0	17634110.0	-0.022737679527324826	18.0	-0.242407	0.8079999999999999	28.0	424252.0	25.0	424252.0	26.0
Cardiovascular_Disease	UKB	rs10401600	ENSG00000130309	COLGALT1	19	17666403.0	17693971.0	17666403.0	0.1884806983276765	5.0	3.6877410000000004	0.000226	4.0	456545.0	28.0	456545.0	28.0
Cardiovascular_Disease	UKB	rs7412	ENSG00000167383	ZNF229	19	44921685.0	44952766.0	44952766.0	-0.1510126139768728	30.0	3.3743730000000003	0.00074	6.0	459313.0	28.0	459313.0	29.0
Cardiovascular_Disease	UKB	rs7412	ENSG00000167384	ZNF180	19	44979854.0	45004576.0	45004576.0	-0.015329954288466981	19.0	0.742452	0.45799999999999996	22.0	407503.0	25.0	407503.0	26.0
Cardiovascular_Disease	UKB	rs7412	ENSG00000216588	IGSF23	19	45116940.0	45140081.0	45116940.0	-0.13810148986417148	27.0	-1.141558	0.254	16.0	295139.0	23.0	271998.0	23.0
Cardiovascular_Disease	UKB	rs7412	ENSG00000073008	PVR	19	45147098.0	45166850.0	45147098.0	-0.08889442257845254	25.0	-1.032196	0.302	19.0	264981.0	20.0	245229.0	20.0
Cardiovascular_Disease	UKB	rs7412	ENSG00000186567	CEACAM19	19	45165545.0	45187631.0	45165545.0	-0.1452128304702306	29.0	3.90449	9.44e-05	3.0	246534.0	18.0	224448.0	18.0
Cardiovascular_Disease	UKB	rs7412	ENSG00000213892	CEACAM16	19	45202421.0	45213986.0	45202421.0	-0.13880673866401175	28.0				209658.0	17.0	198093.0	17.0
Cardiovascular_Disease	UKB	rs7412	ENSG00000069399	BCL3	19	45250962.0	45263301.0	45250962.0	0.22524569131531474	8.0				161117.0	12.0	148778.0	12.0
Cardiovascular_Disease	UKB	rs7412	ENSG00000142273	CBLC	19	45281126.0	45303891.0	45281126.0	0.0011124856841814037	18.0	-0.277431	0.7809999999999999	27.0	130953.0	11.0	108188.0	10.0
Cardiovascular_Disease	UKB	rs7412	ENSG00000187244	BCAM	19	45312328.0	45324673.0	45312328.0	0.27445712957511337	5.0	3.455424	0.000549	4.0	99751.0	9.0	87406.0	8.0
Cardiovascular_Disease	UKB	rs7412	ENSG00000130202	PVRL2	19	45349432.0	45392485.0	45349432.0	-0.04160674845566506	21.0	3.25778	0.00112	7.0	62647.0	7.0	19594.0	4.0
Cardiovascular_Disease	UKB	rs7412	ENSG00000130204	TOMM40	19	45393826.0	45406946.0	45393826.0	0.32635688016759873	4.0	2.360522	0.0182	10.0	18253.0	3.0	5133.0	2.0
Cardiovascular_Disease	UKB	rs7412	ENSG00000130203	APOE	19	45409011.0	45412650.0	45409011.0	2.0028136807684116	1.0	4.122766	3.74e-05	2.0	3068.0	1.0	0.0	1.0
Cardiovascular_Disease	UKB	rs7412	ENSG00000130208	APOC1	19	45417504.0	45422606.0	45417504.0	0.6333526057386573	2.0	-1.022446	0.307	20.0	5425.0	2.0	5425.0	3.0
Cardiovascular_Disease	UKB	rs7412	ENSG00000267467	APOC4	19	45445495.0	45452820.0	45445495.0	-0.1185337566176728	26.0	1.923564	0.0544	12.0	33416.0	4.0	33416.0	5.0
Cardiovascular_Disease	UKB	rs7412	ENSG00000234906	APOC2	19	45449243.0	45452822.0	45449243.0	-0.0600476518528275	22.0	-1.0692110000000001	0.285	18.0	37164.0	5.0	37164.0	6.0
Cardiovascular_Disease	UKB	rs7412	ENSG00000104853	CLPTM1	19	45457842.0	45496599.0	45457842.0	0.14999703248890206	13.0	0.6532479999999999	0.514	25.0	45763.0	6.0	45763.0	7.0
Cardiovascular_Disease	UKB	rs7412	ENSG00000104856	RELB	19	45504688.0	45541452.0	45504688.0	0.3996671683341018	3.0				92609.0	8.0	92609.0	9.0
Cardiovascular_Disease	UKB	rs7412	ENSG00000104859	CLASRP	19	45542298.0	45574214.0	45542298.0	0.23249559205233936	7.0				130219.0	10.0	130219.0	11.0
Cardiovascular_Disease	UKB	rs7412	ENSG00000170684	ZNF296	19	45574758.0	45579846.0	45579846.0	-0.07385701733011106	24.0	2.030434	0.0423	11.0	167767.0	13.0	162679.0	13.0
Cardiovascular_Disease	UKB	rs7412	ENSG00000142252	GEMIN7	19	45582453.0	45594782.0	45582453.0	0.19991721644127824	11.0	3.214934	0.0013	8.0	170374.0	14.0	170374.0	14.0
Cardiovascular_Disease	UKB	rs7412	ENSG00000007047	MARK4	19	45582546.0	45808541.0	45582546.0	0.2008392194779016	10.0	1.789396	0.0736	13.0	170467.0	15.0	170467.0	15.0
Cardiovascular_Disease	UKB	rs7412	ENSG00000104866	PPP1R37	19	45594654.0	45651335.0	45594654.0	0.22454686199008173	9.0	-0.654708	0.513	24.0	182575.0	16.0	182575.0	16.0
Cardiovascular_Disease	UKB	rs7412	ENSG00000179846	NKPD1	19	45653008.0	45663408.0	45663408.0	-0.1977579860274956	31.0	3.4327389999999998	0.000598	5.0	251329.0	19.0	240929.0	19.0
Cardiovascular_Disease	UKB	rs7412	ENSG00000007255	TRAPPC6A	19	45666186.0	45681495.0	45681495.0	0.048163615328619784	16.0	0.361552	0.718	26.0	269416.0	21.0	254107.0	21.0
Cardiovascular_Disease	UKB	rs7412	ENSG00000189114	BLOC1S3	19	45682003.0	45685059.0	45682003.0	-0.026742609575926047	20.0	-0.692192	0.489	23.0	269924.0	22.0	269924.0	22.0
Cardiovascular_Disease	UKB	rs7412	ENSG00000130201	EXOC3L2	19	45715879.0	45737469.0	45737469.0	0.12413012009481116	14.0	1.337209	0.18100000000000002	15.0	325390.0	24.0	303800.0	24.0
Cardiovascular_Disease	UKB	rs7412	ENSG00000104879	CKM	19	45809672.0	45826235.0	45826235.0	0.082302607916802	15.0	-4.704041999999999	2.55e-06	1.0	414156.0	26.0	397593.0	25.0
Cardiovascular_Disease	UKB	rs7412	ENSG00000104892	KLC3	19	45836692.0	45854778.0	45836692.0	-0.23273337886239845	32.0	1.365332	0.172	14.0	424613.0	27.0	424613.0	27.0
Cardiovascular_Disease	UKB	rs7412	ENSG00000104884	ERCC2	19	45853095.0	45874176.0	45874176.0	0.016784064250203918	17.0	0.059917	0.9520000000000001	28.0	462097.0	29.0	441016.0	28.0
Cardiovascular_Disease	UKB	rs7412	ENSG00000104881	PPP1R13L	19	45882892.0	45909607.0	45909607.0	0.17930475473043095	12.0	1.113085	0.266	17.0	497528.0	31.0	470813.0	30.0
Cardiovascular_Disease	UKB	rs7412	ENSG00000117877	CD3EAP	19	45909467.0	45914024.0	45909467.0	-0.07248012790072754	23.0	2.5860220000000003	0.00971	9.0	497388.0	30.0	497388.0	31.0
Cardiovascular_Disease	UKB	rs7412	ENSG00000012061	ERCC1	19	45910591.0	45982086.0	45982086.0	0.2647582962366964	6.0	0.774568	0.439	21.0	570007.0	32.0	498512.0	32.0
Cardiovascular_Disease	UKB	rs681343	ENSG00000178150	ZNF114	19	48675575.0	48790865.0	48675575.0	-0.12398526819670665	44.0	1.54377	0.12300000000000001	25.0	530887.0	52.0	415597.0	48.0
Cardiovascular_Disease	UKB	rs681343	ENSG00000105483	CARD8	19	48684027.0	48759203.0	48759203.0	-0.16693249167302668	48.0	4.426948	9.56e-06	11.0	447259.0	49.0	447259.0	50.0
